"cd","yr_mon","clst_type","qnty","frcst_from_now"
"RTV-X1120DWL-HS","2016/10","C",NA,47.76554261662
"RTV-X1120DWL-HS","2016/11","C",NA,39.6359354599026
"RTV-X1120DWL-HS","2016/12","C",NA,55.2388267813828
"RTV-X1120DWL-HS","2017/01","C",NA,44.7116983795516
"RTV-X1120DWL-HS","2017/02","C",NA,41.605744143846
"RTV-X1120DWL-HS","2017/03","C",NA,45.206459852088
"RTV-X1120DWL-HS","2017/04","C",NA,51.6581438162518
"RTV-X1120DWL-HS","2017/05","C",NA,48.3283640420595
"RTV-X1120DWL-HS","2017/06","C",NA,49.6519721965454
"RTV-X1120DWL-AS","2013/11","C",2,NA
"RTV-X1120DWL-AS","2013/12","C",31,NA
"RTV-X1120DWL-AS","2014/01","C",15,NA
"RTV-X1120DWL-AS","2014/02","C",17,NA
"RTV-X1120DWL-AS","2014/03","C",52,NA
"RTV-X1120DWL-AS","2014/04","C",63,NA
"RTV-X1120DWL-AS","2014/05","C",46,NA
"RTV-X1120DWL-AS","2014/06","C",55,NA
"RTV-X1120DWL-AS","2014/07","C",44,NA
"RTV-X1120DWL-AS","2014/08","C",37,NA
"RTV-X1120DWL-AS","2014/09","C",48,NA
"RTV-X1120DWL-AS","2014/10","C",58,NA
"RTV-X1120DWL-AS","2014/11","C",34,NA
"RTV-X1120DWL-AS","2014/12","C",59,NA
"RTV-X1120DWL-AS","2015/01","C",27,NA
"RTV-X1120DWL-AS","2015/02","C",15,NA
"RTV-X1120DWL-AS","2015/03","C",36,NA
"RTV-X1120DWL-AS","2015/04","C",62,NA
"RTV-X1120DWL-AS","2015/05","C",49,NA
"RTV-X1120DWL-AS","2015/06","C",56,NA
"RTV-X1120DWL-AS","2015/07","C",44,NA
"RTV-X1120DWL-AS","2015/08","C",35,NA
"RTV-X1120DWL-AS","2015/09","C",54,NA
"RTV-X1120DWL-AS","2015/10","C",42,NA
"RTV-X1120DWL-AS","2015/11","C",25,NA
"RTV-X1120DWL-AS","2015/12","C",56,NA
"RTV-X1120DWL-AS","2016/01","C",23,NA
"RTV-X1120DWL-AS","2016/02","C",24,NA
"RTV-X1120DWL-AS","2016/03","C",28,NA
"RTV-X1120DWL-AS","2016/04","C",27,NA
"RTV-X1120DWL-AS","2016/05","C",22,NA
"RTV-X1120DWL-AS","2016/06","C",33,33
"RTV-X1120DWL-AS","2016/07","C",NA,37.5641473
"RTV-X1120DWL-AS","2016/08","C",NA,37.52383320625
"RTV-X1120DWL-AS","2016/09","C",NA,37.5641473
"RTV-X1120DWL-AS","2016/10","C",NA,37.5641473
"RTV-X1120DWL-AS","2016/11","C",NA,37.5466973
"RTV-X1120DWL-AS","2016/12","C",NA,37.5641473
"RTV-X1120DWL-AS","2017/01","C",NA,37.5466973
"RTV-X1120DWL-AS","2017/02","C",NA,37.5466973
"RTV-X1120DWL-AS","2017/03","C",NA,37.52383320625
"RTV-X1120DWL-AS","2017/04","C",NA,37.52383320625
"RTV-X1120DWL-AS","2017/05","C",NA,37.52383320625
"RTV-X1120DWL-AS","2017/06","C",NA,37.52383320625
"RTV-X1120DRL-AS","2013/12","C",17,NA
"RTV-X1120DRL-AS","2014/01","C",11,NA
"RTV-X1120DRL-AS","2014/02","C",13,NA
"RTV-X1120DRL-AS","2014/03","C",28,NA
"RTV-X1120DRL-AS","2014/04","C",30,NA
"RTV-X1120DRL-AS","2014/05","C",50,NA
"RTV-X1120DRL-AS","2014/06","C",33,NA
"RTV-X1120DRL-AS","2014/07","C",44,NA
"RTV-X1120DRL-AS","2014/08","C",51,NA
"RTV-X1120DRL-AS","2014/09","C",55,NA
"RTV-X1120DRL-AS","2014/10","C",51,NA
"RTV-X1120DRL-AS","2014/11","C",40,NA
"RTV-X1120DRL-AS","2014/12","C",67,NA
"RTV-X1120DRL-AS","2015/01","C",29,NA
"RTV-X1120DRL-AS","2015/02","C",22,NA
"RTV-X1120DRL-AS","2015/03","C",33,NA
"RTV-X1120DRL-AS","2015/04","C",42,NA
"RTV-X1120DRL-AS","2015/05","C",43,NA
"RTV-X1120DRL-AS","2015/06","C",38,NA
"RTV-X1120DRL-AS","2015/07","C",51,NA
"RTV-X1120DRL-AS","2015/08","C",35,NA
"RTV-X1120DRL-AS","2015/09","C",45,NA
"RTV-X1120DRL-AS","2015/10","C",36,NA
"RTV-X1120DRL-AS","2015/11","C",34,NA
"RTV-X1120DRL-AS","2015/12","C",41,NA
"RTV-X1120DRL-AS","2016/01","C",18,NA
"RTV-X1120DRL-AS","2016/02","C",20,NA
"RTV-X1120DRL-AS","2016/03","C",21,NA
"RTV-X1120DRL-AS","2016/04","C",41,NA
"RTV-X1120DRL-AS","2016/05","C",21,NA
"RTV-X1120DRL-AS","2016/06","C",31,31
"RTV-X1120DRL-AS","2016/07","C",NA,42.40958070755
"RTV-X1120DRL-AS","2016/08","C",NA,17.6613135933876
"RTV-X1120DRL-AS","2016/09","C",NA,22.3460248708725
"RTV-X1120DRL-AS","2016/10","C",NA,17.1001304388046
"RTV-X1120DRL-AS","2016/11","C",NA,26.2545030117035
"RTV-X1120DRL-AS","2016/12","C",NA,13.6805507540703
"RTV-X1120DRL-AS","2017/01","C",NA,21.2340935468674
"RTV-X1120DRL-AS","2017/02","C",NA,20.9784677028656
"RTV-X1120DRL-AS","2017/03","C",NA,13.9562504887581
"RTV-X1120DRL-AS","2017/04","C",NA,25.153032541275
"RTV-X1120DRL-AS","2017/05","C",NA,13.1219715476036
"RTV-X1120DRL-AS","2017/06","C",NA,23.3088681697845
"RTV-X1100CWL-HS","2013/11","C",10,NA
"RTV-X1100CWL-HS","2013/12","C",41,NA
"RTV-X1100CWL-HS","2014/01","C",32,NA
"RTV-X1100CWL-HS","2014/02","C",18,NA
"RTV-X1100CWL-HS","2014/03","C",26,NA
"RTV-X1100CWL-HS","2014/04","C",25,NA
"RTV-X1100CWL-HS","2014/05","C",13,NA
"RTV-X1100CWL-HS","2014/06","C",35,NA
"RTV-X1100CWL-HS","2014/07","C",13,NA
"RTV-X1100CWL-HS","2014/08","C",24,NA
"RTV-X1100CWL-HS","2014/09","C",29,NA
"RTV-X1100CWL-HS","2014/10","C",29,NA
"RTV-X1100CWL-HS","2014/11","C",38,NA
"RTV-X1100CWL-HS","2014/12","C",63,NA
"RTV-X1100CWL-HS","2015/01","C",23,NA
"RTV-X1100CWL-HS","2015/02","C",23,NA
"RTV-X1100CWL-HS","2015/03","C",17,NA
"RTV-X1100CWL-HS","2015/04","C",17,NA
"RTV-X1100CWL-HS","2015/05","C",27,NA
"RTV-X1100CWL-HS","2015/06","C",43,NA
"RTV-X1100CWL-HS","2015/07","C",32,NA
"RTV-X1100CWL-HS","2015/08","C",22,NA
"RTV-X1100CWL-HS","2015/09","C",22,NA
"RTV-X1100CWL-HS","2015/10","C",28,NA
"RTV-X1100CWL-HS","2015/11","C",28,NA
"RTV-X1100CWL-HS","2015/12","C",52,NA
"RTV-X1100CWL-HS","2016/01","C",18,NA
"RTV-X1100CWL-HS","2016/02","C",21,NA
"RTV-X1100CWL-HS","2016/03","C",20,NA
"RTV-X1100CWL-HS","2016/04","C",22,NA
"RTV-X1100CWL-HS","2016/05","C",21,NA
"RTV-X1100CWL-HS","2016/06","C",20,20
"RTV-X1100CWL-HS","2016/07","C",NA,28.5935025840385
"RTV-X1100CWL-HS","2016/08","C",NA,24.3285082764524
"RTV-X1100CWL-HS","2016/09","C",NA,24.3285082764524
"RTV-X1100CWL-HS","2016/10","C",NA,26.887504861004
"RTV-X1100CWL-HS","2016/11","C",NA,26.887504861004
"RTV-X1100CWL-HS","2016/12","C",NA,37.1234911992107
"RTV-X1100CWL-HS","2017/01","C",NA,22.6225105534179
"RTV-X1100CWL-HS","2017/02","C",NA,23.9020088456937
"RTV-X1100CWL-HS","2017/03","C",NA,23.4755094149351
"RTV-X1100CWL-HS","2017/04","C",NA,24.3285082764524
"RTV-X1100CWL-HS","2017/05","C",NA,23.9020088456937
"RTV-X1100CWL-HS","2017/06","C",NA,23.4755094149351
"RTV-X1100CWL-H","2013/10","C",1,NA
"RTV-X1100CWL-H","2013/11","C",12,NA
"RTV-X1100CWL-H","2013/12","C",93,NA
"RTV-X1100CWL-H","2014/01","C",63,NA
"RTV-X1100CWL-H","2014/02","C",69,NA
"RTV-X1100CWL-H","2014/03","C",95,NA
"RTV-X1100CWL-H","2014/04","C",142,NA
"RTV-X1100CWL-H","2014/05","C",117,NA
"RTV-X1100CWL-H","2014/06","C",124,NA
"RTV-X1100CWL-H","2014/07","C",95,NA
"RTV-X1100CWL-H","2014/08","C",101,NA
"RTV-X1100CWL-H","2014/09","C",157,NA
"RTV-X1100CWL-H","2014/10","C",151,NA
"RTV-X1100CWL-H","2014/11","C",147,NA
"RTV-X1100CWL-H","2014/12","C",253,NA
"RTV-X1100CWL-H","2015/01","C",127,NA
"RTV-X1100CWL-H","2015/02","C",126,NA
"RTV-X1100CWL-H","2015/03","C",155,NA
"RTV-X1100CWL-H","2015/04","C",170,NA
"RTV-X1100CWL-H","2015/05","C",106,NA
"RTV-X1100CWL-H","2015/06","C",133,NA
"RTV-X1100CWL-H","2015/07","C",147,NA
"RTV-X1100CWL-H","2015/08","C",122,NA
"RTV-X1100CWL-H","2015/09","C",152,NA
"RTV-X1100CWL-H","2015/10","C",156,NA
"RTV-X1100CWL-H","2015/11","C",232,NA
"RTV-X1100CWL-H","2015/12","C",336,NA
"RTV-X1100CWL-H","2016/01","C",163,NA
"RTV-X1100CWL-H","2016/02","C",112,NA
"RTV-X1100CWL-H","2016/03","C",122,NA
"RTV-X1100CWL-H","2016/04","C",112,NA
"RTV-X1100CWL-H","2016/05","C",115,NA
"RTV-X1100CWL-H","2016/06","C",143,143
"RTV-X1100CWL-H","2016/07","C",NA,199.422176539898
"RTV-X1100CWL-H","2016/08","C",NA,146.423630475998
"RTV-X1100CWL-H","2016/09","C",NA,118.294875085354
"RTV-X1100CWL-H","2016/10","C",NA,133.862709909678
"RTV-X1100CWL-H","2016/11","C",NA,322.310263574123
"RTV-X1100CWL-H","2016/12","C",NA,500.586653709412
"RTV-X1100CWL-H","2017/01","C",NA,178.995386719704
"RTV-X1100CWL-H","2017/02","C",NA,110.57830324769
"RTV-X1100CWL-H","2017/03","C",NA,101.512144267559
"RTV-X1100CWL-H","2017/04","C",NA,77.9672957807779
"RTV-X1100CWL-H","2017/05","C",NA,76.246726423502
"RTV-X1100CWL-H","2017/06","C",NA,128.790531367064
"RTV-X1100CWL-A","2013/11","C",13,NA
"RTV-X1100CWL-A","2013/12","C",41,NA
"RTV-X1100CWL-A","2014/01","C",25,NA
"RTV-X1100CWL-A","2014/02","C",24,NA
"RTV-X1100CWL-A","2014/03","C",45,NA
"RTV-X1100CWL-A","2014/04","C",52,NA
"RTV-X1100CWL-A","2014/05","C",34,NA
"RTV-X1100CWL-A","2014/06","C",54,NA
"RTV-X1100CWL-A","2014/07","C",44,NA
"RTV-X1100CWL-A","2014/08","C",41,NA
"RTV-X1100CWL-A","2014/09","C",69,NA
"RTV-X1100CWL-A","2014/10","C",60,NA
"RTV-X1100CWL-A","2014/11","C",63,NA
"RTV-X1100CWL-A","2014/12","C",84,NA
"RTV-X1100CWL-A","2015/01","C",41,NA
"RTV-X1100CWL-A","2015/02","C",39,NA
"RTV-X1100CWL-A","2015/03","C",54,NA
"RTV-X1100CWL-A","2015/04","C",44,NA
"RTV-X1100CWL-A","2015/05","C",53,NA
"RTV-X1100CWL-A","2015/06","C",47,NA
"RTV-X1100CWL-A","2015/07","C",54,NA
"RTV-X1100CWL-A","2015/08","C",51,NA
"RTV-X1100CWL-A","2015/09","C",44,NA
"RTV-X1100CWL-A","2015/10","C",56,NA
"RTV-X1100CWL-A","2015/11","C",63,NA
"RTV-X1100CWL-A","2015/12","C",119,NA
"RTV-X1100CWL-A","2016/01","C",53,NA
"RTV-X1100CWL-A","2016/02","C",44,NA
"RTV-X1100CWL-A","2016/03","C",52,NA
"RTV-X1100CWL-A","2016/04","C",41,NA
"RTV-X1100CWL-A","2016/05","C",36,NA
"RTV-X1100CWL-A","2016/06","C",39,39
"RTV-X1100CWL-A","2016/07","C",NA,50.2721511657568
"RTV-X1100CWL-A","2016/08","C",NA,50.1860781923441
"RTV-X1100CWL-A","2016/09","C",NA,46.6757521418523
"RTV-X1100CWL-A","2016/10","C",NA,51.3217667260511
"RTV-X1100CWL-A","2016/11","C",NA,53.9170317288982
"RTV-X1100CWL-A","2016/12","C",NA,58.7331309335071
"RTV-X1100CWL-A","2017/01","C",NA,57.8298005147224
"RTV-X1100CWL-A","2017/02","C",NA,58.5354907238063
"RTV-X1100CWL-A","2017/03","C",NA,62.5126771119515
"RTV-X1100CWL-A","2017/04","C",NA,55.9525679169211
"RTV-X1100CWL-A","2017/05","C",NA,47.4992716582723
"RTV-X1100CWL-A","2017/06","C",NA,48.4742705199303
"RTV-X1100CW-H","2013/11","C",23,NA
"RTV-X1100CW-H","2013/12","C",79,NA
"RTV-X1100CW-H","2014/01","C",49,NA
"RTV-X1100CW-H","2014/02","C",38,NA
"RTV-X1100CW-H","2014/03","C",58,NA
"RTV-X1100CW-H","2014/04","C",38,NA
"RTV-X1100CW-H","2014/05","C",36,NA
"RTV-X1100CW-H","2014/06","C",53,NA
"RTV-X1100CW-H","2014/07","C",39,NA
"RTV-X1100CW-H","2014/08","C",46,NA
"RTV-X1100CW-H","2014/09","C",57,NA
"RTV-X1100CW-H","2014/10","C",65,NA
"RTV-X1100CW-H","2014/11","C",61,NA
"RTV-X1100CW-H","2014/12","C",103,NA
"RTV-X1100CW-H","2015/01","C",70,NA
"RTV-X1100CW-H","2015/02","C",52,NA
"RTV-X1100CW-H","2015/03","C",69,NA
"RTV-X1100CW-H","2015/04","C",68,NA
"RTV-X1100CW-H","2015/05","C",41,NA
"RTV-X1100CW-H","2015/06","C",60,NA
"RTV-X1100CW-H","2015/07","C",37,NA
"RTV-X1100CW-H","2015/08","C",52,NA
"RTV-X1100CW-H","2015/09","C",46,NA
"RTV-X1100CW-H","2015/10","C",60,NA
"RTV-X1100CW-H","2015/11","C",73,NA
"RTV-X1100CW-H","2015/12","C",121,NA
"RTV-X1100CW-H","2016/01","C",60,NA
"RTV-X1100CW-H","2016/02","C",62,NA
"RTV-X1100CW-H","2016/03","C",47,NA
"RTV-X1100CW-H","2016/04","C",39,NA
"RTV-X1100CW-H","2016/05","C",76,NA
"RTV-X1100CW-H","2016/06","C",40,40
"RTV-X1100CW-H","2016/07","C",NA,56.5496333333333
"RTV-X1100CW-H","2016/08","C",NA,56.2392666666667
"RTV-X1100CW-H","2016/09","C",NA,69.1231666666666
"RTV-X1100CW-H","2016/10","C",NA,61.4693333333333
"RTV-X1100CW-H","2016/11","C",NA,74.9508666666667
"RTV-X1100CW-H","2016/12","C",NA,81.3496333333335
"RTV-X1100CW-H","2017/01","C",NA,52.1492333333333
"RTV-X1100CW-H","2017/02","C",NA,60.4899333333334
"RTV-X1100CW-H","2017/03","C",NA,52.8789666666667
"RTV-X1100CW-H","2017/04","C",NA,50.4702666666667
"RTV-X1100CW-H","2017/05","C",NA,70.8752
"RTV-X1100CW-H","2017/06","C",NA,57.2767999999999
"RTV-X1100CRL-A","2013/10","C",2,NA
"RTV-X1100CRL-A","2013/11","C",17,NA
"RTV-X1100CRL-A","2013/12","C",51,NA
"RTV-X1100CRL-A","2014/01","C",37,NA
"RTV-X1100CRL-A","2014/02","C",40,NA
"RTV-X1100CRL-A","2014/03","C",63,NA
"RTV-X1100CRL-A","2014/04","C",77,NA
"RTV-X1100CRL-A","2014/05","C",70,NA
"RTV-X1100CRL-A","2014/06","C",64,NA
"RTV-X1100CRL-A","2014/07","C",38,NA
"RTV-X1100CRL-A","2014/08","C",68,NA
"RTV-X1100CRL-A","2014/09","C",101,NA
"RTV-X1100CRL-A","2014/10","C",93,NA
"RTV-X1100CRL-A","2014/11","C",98,NA
"RTV-X1100CRL-A","2014/12","C",145,NA
"RTV-X1100CRL-A","2015/01","C",64,NA
"RTV-X1100CRL-A","2015/02","C",59,NA
"RTV-X1100CRL-A","2015/03","C",56,NA
"RTV-X1100CRL-A","2015/04","C",70,NA
"RTV-X1100CRL-A","2015/05","C",73,NA
"RTV-X1100CRL-A","2015/06","C",65,NA
"RTV-X1100CRL-A","2015/07","C",82,NA
"RTV-X1100CRL-A","2015/08","C",83,NA
"RTV-X1100CRL-A","2015/09","C",100,NA
"RTV-X1100CRL-A","2015/10","C",102,NA
"RTV-X1100CRL-A","2015/11","C",125,NA
"RTV-X1100CRL-A","2015/12","C",161,NA
"RTV-X1100CRL-A","2016/01","C",75,NA
"RTV-X1100CRL-A","2016/02","C",61,NA
"RTV-X1100CRL-A","2016/03","C",55,NA
"RTV-X1100CRL-A","2016/04","C",53,NA
"RTV-X1100CRL-A","2016/05","C",53,NA
"RTV-X1100CRL-A","2016/06","C",65,65
"RTV-X1100CRL-A","2016/07","C",NA,108.116666734219
"RTV-X1100CRL-A","2016/08","C",NA,97.1089324355125
"RTV-X1100CRL-A","2016/09","C",NA,103.347230434418
"RTV-X1100CRL-A","2016/10","C",NA,116.533322930336
"RTV-X1100CRL-A","2016/11","C",NA,134.210934638977
"RTV-X1100CRL-A","2016/12","C",NA,135.560649752617
"RTV-X1100CRL-A","2017/01","C",NA,69.953646749258
"RTV-X1100CRL-A","2017/02","C",NA,60.4336004853249
"RTV-X1100CRL-A","2017/03","C",NA,51.8986648619175
"RTV-X1100CRL-A","2017/04","C",NA,46.4503574371338
"RTV-X1100CRL-A","2017/05","C",NA,48.5331623852253
"RTV-X1100CRL-A","2017/06","C",NA,68.7129139900208
"MX5200HST","2013/12","D",1,NA
"MX5200HST","2014/04","D",11,NA
"MX5200HST","2014/05","D",28,NA
"MX5200HST","2014/06","D",52,NA
"MX5200HST","2014/07","D",72,NA
"MX5200HST","2014/08","D",83,NA
"MX5200HST","2014/09","D",119,NA
"MX5200HST","2014/10","D",105,NA
"MX5200HST","2014/11","D",88,NA
"MX5200HST","2014/12","D",213,NA
"MX5200HST","2015/01","D",62,NA
"MX5200HST","2015/02","D",58,NA
"MX5200HST","2015/03","D",115,NA
"MX5200HST","2015/04","D",193,NA
"MX5200HST","2015/05","D",154,NA
"MX5200HST","2015/06","D",178,NA
"MX5200HST","2015/07","D",188,NA
"MX5200HST","2015/08","D",122,NA
"MX5200HST","2015/09","D",120,NA
"MX5200HST","2015/10","D",124,NA
"MX5200HST","2015/11","D",77,NA
"MX5200HST","2015/12","D",176,NA
"MX5200HST","2016/01","D",74,NA
"MX5200HST","2016/02","D",76,NA
"MX5200HST","2016/03","D",126,NA
"MX5200HST","2016/04","D",140,NA
"MX5200HST","2016/05","D",155,NA
"MX5200HST","2016/06","D",166,166
"MX5200HST","2016/07","D",NA,142.091466666667
"MX5200HST","2016/08","D",NA,132.871
"MX5200HST","2016/09","D",NA,130.2816
"MX5200HST","2016/10","D",NA,137.276966666667
"MX5200HST","2016/11","D",NA,134.732266666667
"MX5200HST","2016/12","D",NA,139.1029
"MX5200HST","2017/01","D",NA,122.0661
"MX5200HST","2017/02","D",NA,122.1337
"MX5200HST","2017/03","D",NA,124.2087
"MX5200HST","2017/04","D",NA,129.768366666667
"MX5200HST","2017/05","D",NA,139.4546
"MX5200HST","2017/06","D",NA,139.698166666667
"MX5200DT","2014/03","D",2,NA
"MX5200DT","2014/04","D",13,NA
"MX5200DT","2014/05","D",19,NA
"MX5200DT","2014/06","D",26,NA
"MX5200DT","2014/07","D",28,NA
"MX5200DT","2014/08","D",47,NA
"MX5200DT","2014/09","D",90,NA
"MX5200DT","2014/10","D",70,NA
"MX5200DT","2014/11","D",42,NA
"MX5200DT","2014/12","D",108,NA
"MX5200DT","2015/01","D",44,NA
"MX5200DT","2015/02","D",47,NA
"MX5200DT","2015/03","D",96,NA
"MX5200DT","2015/04","D",126,NA
"MX5200DT","2015/05","D",126,NA
"MX5200DT","2015/06","D",125,NA
"MX5200DT","2015/07","D",148,NA
"MX5200DT","2015/08","D",104,NA
"MX5200DT","2015/09","D",125,NA
"MX5200DT","2015/10","D",103,NA
"MX5200DT","2015/11","D",54,NA
"MX5200DT","2015/12","D",116,NA
"MX5200DT","2016/01","D",44,NA
"MX5200DT","2016/02","D",58,NA
"MX5200DT","2016/03","D",103,NA
"MX5200DT","2016/04","D",102,NA
"MX5200DT","2016/05","D",105,NA
"MX5200DT","2016/06","D",104,104
"MX5200DT","2016/07","D",NA,111.689014560729
"MX5200DT","2016/08","D",NA,106.718369819191
"MX5200DT","2016/09","D",NA,113.573651918229
"MX5200DT","2016/10","D",NA,108.154457072319
"MX5200DT","2016/11","D",NA,93.4459707561507
"MX5200DT","2016/12","D",NA,108.403305998942
"MX5200DT","2017/01","D",NA,88.9415467963587
"MX5200DT","2017/02","D",NA,85.0935907572584
"MX5200DT","2017/03","D",NA,93.6907143037622
"MX5200DT","2017/04","D",NA,89.8336960400426
"MX5200DT","2017/05","D",NA,93.4345106094706
"MX5200DT","2017/06","D",NA,95.8829911996871
"MX4800HST","2014/04","D",7,NA
"MX4800HST","2014/05","D",5,NA
"MX4800HST","2014/06","D",8,NA
"MX4800HST","2014/07","D",12,NA
"MX4800HST","2014/08","D",10,NA
"MX4800HST","2014/09","D",22,NA
"MX4800HST","2014/10","D",32,NA
"MX4800HST","2014/11","D",21,NA
"MX4800HST","2014/12","D",44,NA
"MX4800HST","2015/01","D",17,NA
"MX4800HST","2015/02","D",12,NA
"MX4800HST","2015/03","D",35,NA
"MX4800HST","2015/04","D",47,NA
"MX4800HST","2015/05","D",57,NA
"MX4800HST","2015/06","D",50,NA
"MX4800HST","2015/07","D",54,NA
"MX4800HST","2015/08","D",44,NA
"MX4800HST","2015/09","D",36,NA
"MX4800HST","2015/10","D",40,NA
"MX4800HST","2015/11","D",18,NA
"MX4800HST","2015/12","D",48,NA
"MX4800HST","2016/01","D",20,NA
"MX4800HST","2016/02","D",18,NA
"MX4800HST","2016/03","D",37,NA
"MX4800HST","2016/04","D",51,NA
"MX4800HST","2016/05","D",38,NA
"MX4800HST","2016/06","D",66,66
"MX4800HST","2016/07","D",NA,38.9190157718384
"MX4800HST","2016/08","D",NA,44.2019583518737
"MX4800HST","2016/09","D",NA,40.7666734382434
"MX4800HST","2016/10","D",NA,43.1852963198252
"MX4800HST","2016/11","D",NA,35.8480975692584
"MX4800HST","2016/12","D",NA,38.8106123011526
"MX4800HST","2017/01","D",NA,35.9875421083209
"MX4800HST","2017/02","D",NA,39.2672414854184
"MX4800HST","2017/03","D",NA,40.2357435840002
"MX4800HST","2017/04","D",NA,43.2314470962545
"MX4800HST","2017/05","D",NA,41.8723032709142
"MX4800HST","2017/06","D",NA,42.2191053719179
"MX4800DT","2014/05","D",5,NA
"MX4800DT","2014/06","D",5,NA
"MX4800DT","2014/07","D",10,NA
"MX4800DT","2014/08","D",17,NA
"MX4800DT","2014/09","D",19,NA
"MX4800DT","2014/10","D",16,NA
"MX4800DT","2014/11","D",17,NA
"MX4800DT","2014/12","D",30,NA
"MX4800DT","2015/01","D",7,NA
"MX4800DT","2015/02","D",7,NA
"MX4800DT","2015/03","D",26,NA
"MX4800DT","2015/04","D",35,NA
"MX4800DT","2015/05","D",29,NA
"MX4800DT","2015/06","D",38,NA
"MX4800DT","2015/07","D",43,NA
"MX4800DT","2015/08","D",35,NA
"MX4800DT","2015/09","D",31,NA
"MX4800DT","2015/10","D",28,NA
"MX4800DT","2015/11","D",16,NA
"MX4800DT","2015/12","D",33,NA
"MX4800DT","2016/01","D",14,NA
"MX4800DT","2016/02","D",10,NA
"MX4800DT","2016/03","D",27,NA
"MX4800DT","2016/04","D",25,NA
"MX4800DT","2016/05","D",26,NA
"MX4800DT","2016/06","D",21,21
"MX4800DT","2016/07","D",NA,26.8365144975433
"MX4800DT","2016/08","D",NA,26.8448131727158
"MX4800DT","2016/09","D",NA,26.4813565307561
"MX4800DT","2016/10","D",NA,27.1823901691119
"MX4800DT","2016/11","D",NA,27.1181914382697
"MX4800DT","2016/12","D",NA,26.8634266107183
"MX4800DT","2017/01","D",NA,25.9663255686161
"MX4800DT","2017/02","D",NA,25.525932985903
"MX4800DT","2017/03","D",NA,25.3853506621087
"MX4800DT","2017/04","D",NA,25.1569018461343
"MX4800DT","2017/05","D",NA,24.9874857653001
"MX4800DT","2017/06","D",NA,24.780640659571
"M7060HDC12","2013/08","B",6,NA
"M7060HDC12","2013/09","B",16,NA
"M7060HDC12","2013/10","B",20,NA
"M7060HDC12","2013/11","B",13,NA
"M7060HDC12","2013/12","B",73,NA
"M7060HDC12","2014/01","B",18,NA
"M7060HDC12","2014/02","B",25,NA
"M7060HDC12","2014/03","B",57,NA
"M7060HDC12","2014/04","B",42,NA
"M7060HDC12","2014/05","B",43,NA
"M7060HDC12","2014/06","B",78,NA
"M7060HDC12","2014/07","B",43,NA
"M7060HDC12","2014/08","B",57,NA
"M7060HDC12","2014/09","B",71,NA
"M7060HDC12","2014/10","B",41,NA
"M7060HDC12","2014/11","B",40,NA
"M7060HDC12","2014/12","B",118,NA
"M7060HDC12","2015/01","B",25,NA
"M7060HDC12","2015/02","B",24,NA
"M7060HDC12","2015/03","B",44,NA
"M7060HDC12","2015/04","B",59,NA
"M7060HDC12","2015/05","B",55,NA
"M7060HDC12","2015/06","B",83,NA
"M7060HDC12","2015/07","B",70,NA
"M7060HDC12","2015/08","B",48,NA
"M7060HDC12","2015/09","B",64,NA
"M7060HDC12","2015/10","B",47,NA
"M7060HDC12","2015/11","B",51,NA
"M7060HDC12","2015/12","B",100,NA
"M7060HDC12","2016/01","B",49,NA
"M7060HDC12","2016/02","B",45,NA
"M7060HDC12","2016/03","B",73,NA
"M7060HDC12","2016/04","B",73,NA
"M7060HDC12","2016/05","B",79,NA
"M7060HDC12","2016/06","B",103,103
"M7060HDC12","2016/07","B",NA,87.1645768672456
"M7060HDC12","2016/08","B",NA,74.0589002795525
"M7060HDC12","2016/09","B",NA,86.8498545209554
"M7060HDC12","2016/10","B",NA,72.9446702914406
"M7060HDC12","2016/11","B",NA,76.2913539583652
"M7060HDC12","2016/12","B",NA,111.072907398841
"M7060HDC12","2017/01","B",NA,74.8554057456565
"M7060HDC12","2017/02","B",NA,72.1892176477801
"M7060HDC12","2017/03","B",NA,91.9333138261501
"M7060HDC12","2017/04","B",NA,91.754878353659
"M7060HDC12","2017/05","B",NA,95.9702242997141
"M7060HDC12","2017/06","B",NA,112.792657710936
"M7060HDC","2013/07","B",2,NA
"M7060HDC","2013/08","B",12,NA
"M7060HDC","2013/09","B",25,NA
"M7060HDC","2013/10","B",16,NA
"M7060HDC","2013/11","B",18,NA
"M7060HDC","2013/12","B",45,NA
"M7060HDC","2014/01","B",22,NA
"M7060HDC","2014/02","B",22,NA
"M7060HDC","2014/03","B",52,NA
"M7060HDC","2014/04","B",45,NA
"M7060HDC","2014/05","B",55,NA
"M7060HDC","2014/06","B",67,NA
"M7060HDC","2014/07","B",53,NA
"M7060HDC","2014/08","B",79,NA
"M7060HDC","2014/09","B",76,NA
"M7060HDC","2014/10","B",53,NA
"M7060HDC","2014/11","B",58,NA
"M7060HDC","2014/12","B",135,NA
"M7060HDC","2015/01","B",33,NA
"M7060HDC","2015/02","B",25,NA
"M7060HDC","2015/03","B",53,NA
"M7060HDC","2015/04","B",59,NA
"M7060HDC","2015/05","B",91,NA
"M7060HDC","2015/06","B",106,NA
"M7060HDC","2015/07","B",117,NA
"M7060HDC","2015/08","B",119,NA
"M7060HDC","2015/09","B",103,NA
"M7060HDC","2015/10","B",78,NA
"M7060HDC","2015/11","B",58,NA
"M7060HDC","2015/12","B",122,NA
"M7060HDC","2016/01","B",41,NA
"M7060HDC","2016/02","B",66,NA
